	origin_source_name	origin_entity_id	tamr_id	API_NUMBER	COUNTY	LATITUDE_UNIFIED	LONGITUDE_UNIFIED	LATITUDE_SURFACE	LATITUDE_BOTTOM	LONGITUDE_BOTTOM	LONGITUDE_SURFACE	OPERATOR_ID	OPERATOR_NAME	SPUD_DATE	WELL_NAME	WELL_NUMBER	WELL_STATUS	FIELD_NAME	FIELD_ID	LEASE_NAME	NAMES_UNIFIED	WELL_NAME_UNIFIED	SPUD_DATE_tamr	API_NUMBER_strip	Geofeature
1117	p	9	7		JONES	32.865883000000004	-99.68764250000001	32.865883000000004	32.865883000000004	-99.68764250000001	-99.68764250000001	685824				5D	W			BARNARD, O.V.	BARNARD, O.V.	BARNARD, O.V. 5D			{'point': [-99.68764250000001, 32.865883000000004], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
731	p	7	7		LA SALLE	28.513869399999997	-99.1475667	28.513869399999997	28.517063899999997	-99.1589306	-99.1475667	253385				47H				WAREING A	WAREING A	WAREING A 47H			{'point': [-99.1475667, 28.513869399999997], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1186	W	1	7	'35043231200000		35.856686000000003	-98.886194000000003					3186	CONTINENTAL RESOURCES INC	2010-07-30	CARTER	'1-15H	AC				CARTER	CARTER '1-15H	2010-07-30	'350432312	{'point': [-98.886194, 35.856686], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1374	p	7	7		STARR	26.663462300000003	-98.532286	26.663462300000003	26.663462300000003	-98.532286	-98.532286	643402				5				DEPEREZ	DEPEREZ	DEPEREZ 5			{'point': [-98.532286, 26.663462300000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
27	p	1	-		ANDREWS	32.1560093	-102.6167771	32.1560093	32.1560093	-102.6167771	-102.6167771	338130				7				STATE FK	STATE FK	STATE FK 7			{'point': [-102.6167771, 32.1560093], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
871	p	3	7		CRANE	31.561962	-102.6582762	31.561962	31.548494899999998	-102.6546257	-102.6582762	216378				268H				MCKNIGHT, M.B.	MCKNIGHT, M.B.	MCKNIGHT, M.B. 268H			{'point': [-102.6582762, 31.561962], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
497	p	6	7		ANDREWS	32.10774489999999	-103.0454635	32.10774489999999	32.10774489999999	-103.0454635	-103.0454635	624735				1				B AND B 14	B AND B 14	B AND B 14 1			{'point': [-103.0454635, 32.10774489999999], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
91	p	2	-		ANDREWS	32.1704314	-102.771979	32.1704314	32.1704314	-102.771979	-102.771979	29340		1993-12-02T00:00:00		1	W			"UNIVERSITY 11, SEC. 11 ""F"""	"UNIVERSITY 11, SEC. 11 ""F"""	"UNIVERSITY 11, SEC. 11 ""F"" 1"	1993-12-02		{'point': [-102.771979, 32.1704314], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
94	p	2	-		ANDREWS	32.1704314	-102.771979	32.1704314	32.1704314	-102.771979	-102.771979	29340		1993-12-02T00:00:00		1	W			"UNIVERSITY 11, SEC. 11 ""F"""	"UNIVERSITY 11, SEC. 11 ""F"""	"UNIVERSITY 11, SEC. 11 ""F"" 1"	1993-12-02		{'point': [-102.771979, 32.1704314], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1266	W	4	7	'35099206540000		34.610639999999997	-97.188879999999997					5481	CUMMINGS OIL COMPANY	2012-02-09	LEWIS	'1-27	PA				LEWIS	LEWIS '1-27	2012-02-09	'3509920654	{'point': [-97.18888, 34.61064], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1204	p	4	7		JACK	33.0065001	-98.23472609999999	33.0065001	33.0065001	-98.23472609999999	-98.23472609999999	606167		2013-03-02T00:00:00		1	W			WILHELM	WILHELM	WILHELM 1	2013-03-02		{'point': [-98.23472609999999, 33.0065001], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
419	p	7	7		KENEDY	26.642915600000002	-97.88594499999999	26.642915600000002	26.642915600000002	-97.88594499999999	-97.88594499999999	253162		2010-07-25T00:00:00		504	W			KLEBERG, R J JR TR STILLMAN	KLEBERG, R J JR TR STILLMAN	KLEBERG, R J JR TR STILLMAN 504	2010-07-25		{'point': [-97.88594499999999, 26.642915600000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1389	p	4	7		LA SALLE	28.505473699999996	-99.1177691	28.505473699999996	28.5172673	-99.14434150000001	-99.1177691	147699				X  2H				JEA HC21 LAS	JEA HC21 LAS	JEA HC21 LAS X  2H			{'point': [-99.1177691, 28.505473699999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
148	p	1	-		WARD	31.6353992	-103.2676642	31.6353992	31.6353992	-103.2676642	-103.2676642	302450				1	W			"UNIVERSITY ""9-18"""	"UNIVERSITY ""9-18"""	"UNIVERSITY ""9-18"" 1"			{'point': [-103.2676642, 31.6353992], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
635	p	6	7		WINKLER	31.673021000000002	-103.274861	31.673021000000002	31.646523100000003	-103.2648822	-103.274861	252002				605H				UL 20 STRIPES 38-47	UL 20 STRIPES 38-47	UL 20 STRIPES 38-47 605H			{'point': [-103.274861, 31.673021000000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
30	p	1	-		ANDREWS	32.1560093	-102.6167771	32.1560093	32.1560093	-102.6167771	-102.6167771	338130				7				STATE FK	STATE FK	STATE FK 7			{'point': [-102.6167771, 32.1560093], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
601	p	9	7		PANOLA	32.0104062	-94.50910259999999	32.0104062	32.0104062	-94.50910259999999	-94.50910259999999	876645		1995-05-27T00:00:00		1	W			BECK CREEK	BECK CREEK	BECK CREEK 1	1995-05-27		{'point': [-94.50910259999999, 32.0104062], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1205	W	4	7	'3509323908		36.244064999999999	-98.491910000000004					17441	CHESAPEAKE OPERATING LLC	1995-06-27	HUBBLE 1-4	'1	AC				HUBBLE 1-4	HUBBLE 1-4 '1	1995-06-27	'3509323908	{'point': [-98.49191, 36.244065], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
411	u	2	7	4200305267	Andrews	32.17908992	-102.57351358					190468	CROSS TIMBERS OPERATING COMPANY	2/13/1962		0051		UNIVERSITY BLOCK 9 (PENN.)	541	UNIVERSITY BLOCK 9 PENN UNIT	UNIVERSITY BLOCK 9 PENN UNIT	UNIVERSITY BLOCK 9 PENN UNIT 0051	1962-02-13	4200305267	{'point': [-102.57351358, 32.17908992], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
556	p	7	7		KENEDY	26.701345299999996	-97.94554190000001	26.701345299999996	26.701345299999996	-97.94554190000001	-97.94554190000001	411736				18				SANTA FE RANCH MULA PASTURE	SANTA FE RANCH MULA PASTURE	SANTA FE RANCH MULA PASTURE 18			{'point': [-97.94554190000001, 26.701345299999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
38	p	1	-		ANDREWS	32.1790256	-102.7753625	32.1790256	32.1790256	-102.7753625	-102.7753625	877060		1984-05-17T00:00:00		3	W			"UNIVERSITY ""2"""	"UNIVERSITY ""2"""	"UNIVERSITY ""2"" 3"	1984-05-17		{'point': [-102.7753625, 32.1790256], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1363	p	7	7		KENEDY	26.6480728	-97.8673174	26.6480728	26.6480728	-97.8673174	-97.8673174	257097		1983-09-25T00:00:00		4	D			GARCIA RANCH	GARCIA RANCH	GARCIA RANCH 4	1983-09-25		{'point': [-97.8673174, 26.6480728], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
476	p	3	7		SHACKELFORD	32.7133003	-99.1108806	32.7133003	32.7133003	-99.1108806	-99.1108806	440758				7	W			"SANDERS ""1564"""	"SANDERS ""1564"""	"SANDERS ""1564"" 7"			{'point': [-99.1108806, 32.7133003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
394	p	7	7		TOM GREEN	31.5622222	-100.7999445	31.5622222	31.5622222	-100.7999445	-100.7999445	48537		2016-09-22T00:00:00		3908				DEVON	DEVON	DEVON 3908	2016-09-22		{'point': [-100.7999445, 31.5622222], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1152	p	3	7		HARRISON	32.4928239	-94.1326481	32.4928239	32.4928239	-94.1326481	-94.1326481	931352		1994-06-24T00:00:00		8	W			JOBE	JOBE	JOBE 8	1994-06-24		{'point': [-94.1326481, 32.4928239], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1403	W	6	3	'35139244700000		36.856029999999997	-101.62242000000001					23249	BREITBURN OPERATING LP	2010-11-21	WEST HOUGH MORROW UNIT	'405	AC				WEST HOUGH MORROW UNIT	WEST HOUGH MORROW UNIT '405	2010-11-21	'351392447	{'point': [-101.62242, 36.85603], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1110	W	2	7	'3504724445		36.350949	-97.557919999999996					19118	M M ENERGY INC	2008-01-29	LAURA CREWS SOUTH	'14	AC				LAURA CREWS SOUTH	LAURA CREWS SOUTH '14	2008-01-29	'3504724445	{'point': [-97.55792, 36.350949], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1083	p	3	7		GARZA	33.0650228	-101.30251870000001	33.0650228	33.0650228	-101.30251870000001	-101.30251870000001	302450		1977-10-22T00:00:00		1				KIRKPATRICK	KIRKPATRICK	KIRKPATRICK 1	1977-10-22		{'point': [-101.30251870000001, 33.0650228], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
661	p	9	7		WICHITA	33.893262299999996	-98.8000724	33.893262299999996	33.893262299999996	-98.8000724	-98.8000724	879035				7006				BURNS SHALLOW	BURNS SHALLOW	BURNS SHALLOW 7006			{'point': [-98.8000724, 33.893262299999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
224	p	6	8		PALO PINTO	32.9576166	-98.1966112	32.9576166	32.9576166	-98.1966112	-98.1966112	606167		2014-10-23T00:00:00		1	W			HOOPER	HOOPER	HOOPER 1	2014-10-23		{'point': [-98.1966112, 32.9576166], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1104	p	3	7		MIDLAND	31.987631	-101.8951934	31.987631	31.987631	-101.8951934	-101.8951934	640891		1980-10-20T00:00:00		1	W			"BUCHANAN ""F"""	"BUCHANAN ""F"""	"BUCHANAN ""F"" 1"	1980-10-20		{'point': [-101.8951934, 31.987631], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
860	p	1	7		PECOS	30.8491094	-101.9498547	30.8491094	30.853236	-101.94986690000002	-101.9498547	525380				93E59	W			YATES FIELD UNIT	YATES FIELD UNIT	YATES FIELD UNIT 93E59			{'point': [-101.9498547, 30.8491094], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
474	p	7	7		FREESTONE	31.885625800000003	-96.1025724	31.885625800000003	31.885625800000003	-96.1025724	-96.1025724	252131				1				HILL-SNEED GAS UNIT	HILL-SNEED GAS UNIT	HILL-SNEED GAS UNIT 1			{'point': [-96.1025724, 31.885625800000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
844	W	2	7	'35003232140000		36.667059999999999	0					17342	AEXCO PETROLEUM INC	2015-06-29	CROSSROADS	'1-2H	AC				CROSSROADS	CROSSROADS '1-2H	2015-06-29	'3500323214	{'point': [0.0, 36.66706], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
851	p	1	7		KARNES	28.848131899999995	-97.6281292	28.848131899999995	28.848131899999995	-97.6281292	-97.6281292	341460				2	W			"WOLTERS ""A"""	"WOLTERS ""A"""	"WOLTERS ""A"" 2"			{'point': [-97.6281292, 28.848131899999995], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
155	u	1	-	4200301757	Andrews	32.17003999	-102.60976461					333767	GREYSTONE OIL & GAS, LLP	1/7/1964		1		TRIPLE-N (PENN., UPPER)	480	"STATE ""BL"""	"STATE ""BL"""	"STATE ""BL"" 1"	1964-01-07	4200301757	{'point': [-102.60976461, 32.17003999], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
649	p	5	7		LOVING	31.939239	-103.480802	31.939239	31.9593102	-103.490179	-103.480802	732224		2017-04-27T00:00:00		1201H				BRUNSON D	BRUNSON D	BRUNSON D 1201H	2017-04-27		{'point': [-103.480802, 31.939239], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
590	p	3	7		GARZA	33.272715999999996	-101.07135290000001	33.272715999999996	33.272715999999996	-101.07135290000001	-101.07135290000001	775564				921R				BIG RED ONE	BIG RED ONE	BIG RED ONE 921R			{'point': [-101.07135290000001, 33.272715999999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
61	u	5	-	4200335106	Andrews	32.16885984	-102.77688091					29340	ARCO OIL & GAS CO.	9/7/1985		3		MARTIN (WICHITA)	269	"UNIVERSITY 11 SEC 11 ""F"""	"UNIVERSITY 11 SEC 11 ""F"""	"UNIVERSITY 11 SEC 11 ""F"" 3"	1985-09-07	4200335106	{'point': [-102.77688091, 32.16885984], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1143	p	9	7		STONEWALL	33.2059013	-100.2739058	33.2059013	33.2059013	-100.2739058	-100.2739058	616978				1	D			BOYLES	BOYLES	BOYLES 1			{'point': [-100.2739058, 33.2059013], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
686	u	1	-	4210533613	Crockett	30.76077506	-101.62234252					855610	THOMPSON, J. CLEO	11/17/1981		1		UNIVERSITY 29 (STRAWN-DETRITAL)	558	"University ""29-18"""	"University ""29-18"""	"University ""29-18"" 1"	1981-11-17	4210533613	{'point': [-101.62234252, 30.76077506], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
239	W	5	8	'35133248980000		35.099910000000001	-96.732759999999999					18722	BOONE OPERATING INC	2010-08-25	VICTORY	'41X-12	AC				VICTORY	VICTORY '41X-12	2010-08-25	'3513324898	{'point': [-96.73276, 35.09991], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
882	p	1	7		JACKSON	28.761915899999998	-96.634218	28.761915899999998	28.761915899999998	-96.634218	-96.634218	875230				2				"SCHUECH ""A"""	"SCHUECH ""A"""	"SCHUECH ""A"" 2"			{'point': [-96.634218, 28.761915899999998], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1047	p	2	7		REAGAN	31.3450283	-101.4654308	31.3450283	31.3450283	-101.4654308	-101.4654308	448095				1	W			MALONE	MALONE	MALONE 1			{'point': [-101.4654308, 31.3450283], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
567	W	1	7	'35017249470000		35.674221043000003	-98.027660315999995					21194	CIMAREX ENERGY CO	2017-02-04	MARY	'1H-2326X	AC				MARY	MARY '1H-2326X	2017-02-04	'3501724947	{'point': [-98.027660316, 35.674221043], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1252	p	8	7		STARR	26.4510092	-98.661624	26.4510092	26.4510092	-98.661624	-98.661624	341526				1				LA BRISA	LA BRISA	LA BRISA 1			{'point': [-98.661624, 26.4510092], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
437	p	5	7		WEBB	27.877311100000004	-99.7698028	27.877311100000004	27.8564195	-99.75941740000002	-99.7698028	781915				105H				FASKEN STATE	FASKEN STATE	FASKEN STATE 105H			{'point': [-99.7698028, 27.877311100000004], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
288	p	8	8		PECOS	30.740646	-103.0732334	30.740646	30.740646	-103.0732334	-103.0732334	811415				1				OATES STATE - 181 UNIT	OATES STATE - 181 UNIT	OATES STATE - 181 UNIT 1			{'point': [-103.0732334, 30.740646], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1320	p	8	7		MAVERICK	28.854769899999997	-100.3341015	28.854769899999997	28.8433185	-100.3339613	-100.3341015	257048		2004-10-30T00:00:00		3132 H	W			PALOMA	PALOMA	PALOMA 3132 H	2004-10-30		{'point': [-100.3341015, 28.854769899999997], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
569	p	8	7		HARDIN	30.2732963	-94.619726	30.2732963	30.2732963	-94.619726	-94.619726	186968		2008-06-07T00:00:00		20	W			GULF CHOATE FEE	GULF CHOATE FEE	GULF CHOATE FEE 20	2008-06-07		{'point': [-94.619726, 30.2732963], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
231	W	3	8	'3508323883		35.95485	-97.472750000000005					22387	HENDERSON OPERATING LLC	2008-05-17	CRESCENT THUNDER	'10	AC				CRESCENT THUNDER	CRESCENT THUNDER '10	2008-05-17	'3508323883	{'point': [-97.47275, 35.95485], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1187	p	2	7		THROCKMORTON	33.132356800000004	-99.1978783	33.132356800000004	33.132356800000004	-99.1978783	-99.1978783	685778		1981-11-03T00:00:00		2	W			CARPENTER, W.H.	CARPENTER, W.H.	CARPENTER, W.H. 2	1981-11-03		{'point': [-99.1978783, 33.132356800000004], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
583	W	4	7	'35087220000000		35.01247	-97.431780000000003					21672	CHARTER OAK PRODUCTION CO LLC	2014-07-30	BIG MAC	'1-8	AC				BIG MAC	BIG MAC '1-8	2014-07-30	'3508722	{'point': [-97.43178, 35.01247], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
151	u	7	1	4200338556	Andrews	32.20508872	-102.59072512					945936	XTO ENERGY INC.	8/4/2003		7Q		UNIVERSITY BLOCK 9 (WOLFCAMP)	542	UNIVERSITY BLOCK 9 WOLFCAMP UNIT	UNIVERSITY BLOCK 9 WOLFCAMP UNIT	UNIVERSITY BLOCK 9 WOLFCAMP UNIT 7Q	2003-08-04	4200338556	{'point': [-102.59072512, 32.20508872], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1027	p	2	7		LEE	30.190354600000003	-96.7961978	30.190354600000003	30.1802519	-96.7852402	-96.7961978	252131		2009-06-07T00:00:00		1				RUTHVEN-BISETT CO-OP UNIT	RUTHVEN-BISETT CO-OP UNIT	RUTHVEN-BISETT CO-OP UNIT 1	2009-06-07		{'point': [-96.7961978, 30.190354600000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
228	W	3	8	'35073257510000		36.057470000000002	-97.760090000000005					23509	OKLAHOMA ENERGY ACQUISITIONS LP	2017-09-16	ELIXIR 1805	'1-8MH	AC				ELIXIR 1805	ELIXIR 1805 '1-8MH	2017-09-16	'3507325751	{'point': [-97.76009, 36.05747], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
823	p	1	7		HIDALGO	26.447740000000003	-98.2905422	26.447740000000003	26.447740000000003	-98.2905422	-98.2905422	572550				18	W			"HAMMAN, JOHN ""B"""	"HAMMAN, JOHN ""B"""	"HAMMAN, JOHN ""B"" 18"			{'point': [-98.2905422, 26.447740000000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1163	W	6	7	'3513924458		36.859250000000003	-101.612278					23249	BREITBURN OPERATING LP	2010-09-08	WEST HOUGH MORROW UNIT	'287	AC				WEST HOUGH MORROW UNIT	WEST HOUGH MORROW UNIT '287	2010-09-08	'3513924458	{'point': [-101.612278, 36.85925], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
119	u	8	-	4200342346	Andrews	32.38919533	-102.48470129					924624	WILLIAMS, CLAYTON ENERGY, INC.	10/7/2011		1		MAGUTEX (STRAWN)	254	"ANDREWS UNIVERSITY ""42"""	"ANDREWS UNIVERSITY ""42"""	"ANDREWS UNIVERSITY ""42"" 1"	2011-10-07	4200342346	{'point': [-102.48470129, 32.38919533], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
562	p	5	7		HOWARD	32.3798488	-101.6709878	32.3798488	32.3527666	-101.6617968	-101.6709878	217012				1LS				LILLY 49 UNIT	LILLY 49 UNIT	LILLY 49 UNIT 1LS			{'point': [-101.6709878, 32.3798488], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
