	origin_source_name	origin_entity_id	tamr_id	API_NUMBER	COUNTY	LATITUDE_UNIFIED	LONGITUDE_UNIFIED	LATITUDE_SURFACE	LATITUDE_BOTTOM	LONGITUDE_BOTTOM	LONGITUDE_SURFACE	OPERATOR_ID	OPERATOR_NAME	SPUD_DATE	WELL_NAME	WELL_NUMBER	WELL_STATUS	FIELD_NAME	FIELD_ID	LEASE_NAME	NAMES_UNIFIED	WELL_NAME_UNIFIED	SPUD_DATE_tamr	API_NUMBER_strip	Geofeature
391	W	3	7	'3508323315		36.017865999999998	-97.63476					19961	HUNTINGTON ENERGY LLC	1995-11-05	BLANEY	'6-21	AC				BLANEY	BLANEY '6-21	1995-11-05	'3508323315	{'point': [-97.63476, 36.017866], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
995	p	1	7		WASHINGTON	30.2323545	-96.5299931	30.2323545	30.2323545	-96.5299931	-96.5299931	64084				1	W			SEILHEIMER, WALTER	SEILHEIMER, WALTER	SEILHEIMER, WALTER 1			{'point': [-96.5299931, 30.2323545], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
208	W	2	8	'35053230460000		36.796838000000001	-97.806280000000001					22281	SANDRIDGE EXPLORATION & PRODUCTION LLC	2012-06-21	WHITZEL TRUST	'1-26H	AC				WHITZEL TRUST	WHITZEL TRUST '1-26H	2012-06-21	'3505323046	{'point': [-97.80628, 36.796838], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1102	p	7	7		HASKELL	33.1033962	-99.8855863	33.1033962	33.1033962	-99.8855863	-99.8855863	816071		1980-10-02T00:00:00		6	W			GRICE, CLYDE	GRICE, CLYDE	GRICE, CLYDE 6	1980-10-02		{'point': [-99.8855863, 33.1033962], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
225	p	1	8		LOVING	31.9574447	-103.7236517	31.9574447	31.9853364	-103.7255261	-103.7236517	20528				2H				SEQUOIA 55-1-14 UNIT	SEQUOIA 55-1-14 UNIT	SEQUOIA 55-1-14 UNIT 2H			{'point': [-103.7236517, 31.9574447], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
704	p	4	7		HOWARD	32.3573243	-101.36270259999999	32.3573243	32.3573243	-101.36270259999999	-101.36270259999999	27200				1				CATHEY 16	CATHEY 16	CATHEY 16 1			{'point': [-101.36270259999999, 32.3573243], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
527	a	1	7	3513775026	STEPHENS	34.29723	-97.73895					8414	BUD OIL COMPANY		MCCAULLEY	A-1					MCCAULLEY	MCCAULLEY A-1		3513775026	{'point': [-97.73895, 34.29723], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
123	u	8	-	4200342581	Andrews	32.48310616	-102.27209732					597	AJAX RESOURCES, LLC	4/1/2011		5		BREEDLOVE, SOUTH (STRAWN)	740	"UNIVERSITY ""6-24"""	"UNIVERSITY ""6-24"""	"UNIVERSITY ""6-24"" 5"	2011-04-01	4200342581	{'point': [-102.27209732, 32.48310616], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1384	p	7	7		JACK	33.3899979	-98.072477	33.3899979	33.3899979	-98.072477	-98.072477	742258		2004-09-21T00:00:00		1	W			MONAGHAN	MONAGHAN	MONAGHAN 1	2004-09-21		{'point': [-98.072477, 33.3899979], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1244	p	1	-		CRANE	31.452375	-102.3299556	31.452375	31.452375	-102.3299556	-102.3299556	27200		2001-01-05T00:00:00		4718F	W			NORTH MCELROY UNIT	NORTH MCELROY UNIT	NORTH MCELROY UNIT 4718F	2001-01-05		{'point': [-102.3299556, 31.452375], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1125	p	6	7		FAYETTE	29.9574511	-97.05079980000001	29.9574511	29.9574511	-97.05079980000001	-97.05079980000001	734760				1				LUCK, ET AL	LUCK, ET AL	LUCK, ET AL 1			{'point': [-97.05079980000001, 29.9574511], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
101	p	3	-		ANDREWS	32.1850458	-102.7680408	32.1850458	32.1850458	-102.7680408	-102.7680408	663680		1990-11-01T00:00:00		1	W			TEXAS UNIVERSITY R	TEXAS UNIVERSITY R	TEXAS UNIVERSITY R 1	1990-11-01		{'point': [-102.7680408, 32.1850458], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1029	p	8	7		LEON	31.331779700000002	-96.270772	31.331779700000002	31.331779700000002	-96.270772	-96.270772	90870		2011-06-26T00:00:00		1	W			MILES-CLUTE GAS UNIT	MILES-CLUTE GAS UNIT	MILES-CLUTE GAS UNIT 1	2011-06-26		{'point': [-96.270772, 31.331779700000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1071	p	8	7		KENEDY	27.2365777	-97.6686	27.2365777	27.236836199999996	-97.6689992	-97.6686	606617		2007-02-14T00:00:00		84	W			"EAST, MRS. S.K. ""B"""	"EAST, MRS. S.K. ""B"""	"EAST, MRS. S.K. ""B"" 84"	2007-02-14		{'point': [-97.6686, 27.2365777], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1185	W	6	7	'3513923362		36.706220000000002	-101.81894					18934	MERIT ENERGY COMPANY	2001-08-17	HUDDLESTON	'24#1	AC				HUDDLESTON	HUDDLESTON '24#1	2001-08-17	'3513923362	{'point': [-101.81894, 36.70622], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
748	p	8	7		TERRELL	30.370074100000004	-101.9997547	30.370074100000004	30.370074100000004	-101.9997547	-101.9997547	532992		1994-12-23T00:00:00		1	D			PROSSER	PROSSER	PROSSER 1	1994-12-23		{'point': [-101.9997547, 30.370074100000004], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
347	p	2	9		JACK	33.3872391	-98.2281052	33.3872391	33.3872391	-98.2281052	-98.2281052	302603				1	W			EDWARDS	EDWARDS	EDWARDS 1			{'point': [-98.2281052, 33.3872391], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
969	p	3	7		MARTIN	32.2403694	-101.8667806	32.2403694	32.2403694	-101.8667806	-101.8667806	665748		2005-07-04T00:00:00		4	W			GREEMAN-GRISHAM	GREEMAN-GRISHAM	GREEMAN-GRISHAM 4	2005-07-04		{'point': [-101.8667806, 32.2403694], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
775	p	5	7		ANDREWS	32.2713444	-102.5594583	32.2713444	32.2713444	-102.5594583	-102.5594583	148113				1CT				J. E. PARKER P 18	J. E. PARKER P 18	J. E. PARKER P 18 1CT			{'point': [-102.5594583, 32.2713444], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
638	p	5	7		PECOS	30.8183125	-102.7924068	30.8183125	30.805031899999996	-102.7959309	-102.7924068	684830				3H				STALLINGS	STALLINGS	STALLINGS 3H			{'point': [-102.7924068, 30.8183125], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
250	p	1	8		MONTAGUE	33.7696417	-97.68547650000001	33.7696417	33.7696417	-97.68547650000001	-97.68547650000001	875230				1				"MCCALL ""A"""	"MCCALL ""A"""	"MCCALL ""A"" 1"			{'point': [-97.68547650000001, 33.7696417], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1121	W	2	7	'3504924689		34.843833333333301	-97.490499999999997					23838	CASILLAS OPERATING LLC	2009-01-09	REED	'1-5	PA				REED	REED '1-5	2009-01-09	'3504924689	{'point': [-97.4905, 34.8438333333333], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
37	p	1	-		ANDREWS	32.1790256	-102.7753625	32.1790256	32.1790256	-102.7753625	-102.7753625	877060		1984-05-17T00:00:00		3	W			"UNIVERSITY ""2"""	"UNIVERSITY ""2"""	"UNIVERSITY ""2"" 3"	1984-05-17		{'point': [-102.7753625, 32.1790256], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1367	W	6	7	'35141204780000		34.320869999999999	-99.147639999999996					23061	AC OPERATING COMPANY LLC	2014-02-19	COPELAND	'1	AC				COPELAND	COPELAND '1	2014-02-19	'3514120478	{'point': [-99.14764, 34.32087], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1445	W	2	7	'35049248300000		34.727083333333333	-97.345722222222221					17205	RANKEN ENERGY CORPORATION	2011-03-16	ANNA BELLE	'4-13	AC				ANNA BELLE	ANNA BELLE '4-13	2011-03-16	'350492483	{'point': [-97.34572222222222, 34.72708333333333], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
942	p	8	7		COLORADO	29.5876161	-96.48160159999999	29.5876161	29.5876161	-96.48160159999999	-96.48160159999999	572550				1				TAIT, R. E. ET AL	TAIT, R. E. ET AL	TAIT, R. E. ET AL 1			{'point': [-96.48160159999999, 29.5876161], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
189	u	7	-	4200338591	Andrews	32.19496374	-102.55967429					945936	XTO ENERGY INC.	9/6/2000		10EC		UNIVERSITY BLOCK 9 (DEVONIAN)	540	UNIVERSITY BLOCK 9	UNIVERSITY BLOCK 9	UNIVERSITY BLOCK 9 10EC	2000-09-06	4200338591	{'point': [-102.55967429, 32.19496374], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
708	p	5	7		KARNES	28.845558	-97.833664	28.845558	28.851129999999998	-97.84213299999999	-97.833664	251691				19H				BBG MIXON UNIT	BBG MIXON UNIT	BBG MIXON UNIT 19H			{'point': [-97.833664, 28.845558], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
206	W	5	8	'35011233890000		35.711444444444446	-98.469027777777782					3186	CONTINENTAL RESOURCES INC	2011-07-05	ROMACK	'1-3H	AC				ROMACK	ROMACK '1-3H	2011-07-05	'3501123389	{'point': [-98.46902777777778, 35.711444444444446], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1037	p	8	7		HARRIS	29.763673600000004	-95.6623796	29.763673600000004	29.763673600000004	-95.6623796	-95.6623796	663680		1990-02-25T00:00:00		1	D			NOBLE, C. B.	NOBLE, C. B.	NOBLE, C. B. 1	1990-02-25		{'point': [-95.6623796, 29.763673600000004], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
666	W	5	7	'3513324794		35.329166999999998	-96.601046999999994					20585	NEW DOMINION LLC	2008-12-17	ALEXANDER	'1-19H	AC				ALEXANDER	ALEXANDER '1-19H	2008-12-17	'3513324794	{'point': [-96.601047, 35.329167], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
630	p	1	7		JIM WELLS	27.6357239	-98.1536584	27.6357239	27.6357239	-98.1536584	-98.1536584	617549		2002-09-05T00:00:00		8	W			HOFFMAN, R. GU	HOFFMAN, R. GU	HOFFMAN, R. GU 8	2002-09-05		{'point': [-98.1536584, 27.6357239], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
805	p	7	7		WALLER	29.763477299999998	-96.0304286	29.763477299999998	29.763477299999998	-96.0304286	-96.0304286	341468		2004-08-05T00:00:00		8	W			GARRETT-COLE	GARRETT-COLE	GARRETT-COLE 8	2004-08-05		{'point': [-96.0304286, 29.763477299999998], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1103	W	5	7	'35011233700000		35.837500000000006	-98.253972222222217					22366	RHINO OPERATING COMPANY LLC	2011-06-21	BARNES	'1-27	AC				BARNES	BARNES '1-27	2011-06-21	'350112337	{'point': [-98.25397222222222, 35.837500000000006], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
483	p	2	7		DUVAL	27.985513399999995	-98.7757187	27.985513399999995	27.985513399999995	-98.7757187	-98.7757187	257097		1992-06-24T00:00:00		55	W			DUVAL COUNTY RANCH CO. 'K'	DUVAL COUNTY RANCH CO. 'K'	DUVAL COUNTY RANCH CO. 'K' 55	1992-06-24		{'point': [-98.7757187, 27.985513399999995], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
336	p	5	9		BROWN	31.8553842	-99.1495923	31.8553842	31.8553842	-99.1495923	-99.1495923	291645				2				SPELLMAN, EDWIN & LESTER	SPELLMAN, EDWIN & LESTER	SPELLMAN, EDWIN & LESTER 2			{'point': [-99.1495923, 31.8553842], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
188	u	7	-	4200338591	Andrews	32.19496374	-102.55967429					945936	XTO ENERGY INC.	9/6/2000		10EC		UNIVERSITY BLOCK 9 (DEVONIAN)	540	UNIVERSITY BLOCK 9	UNIVERSITY BLOCK 9	UNIVERSITY BLOCK 9 10EC	2000-09-06	4200338591	{'point': [-102.55967429, 32.19496374], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
563	p	1	7		COLEMAN	31.864409000000002	-99.7036564	31.864409000000002	31.864409000000002	-99.7036564	-99.7036564	564730				3-A	W			KEMP	KEMP	KEMP 3-A			{'point': [-99.7036564, 31.864409000000002], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
240	u	2	8	4247502916	Ward	31.56495298	-102.99970426					257097	EXXON CORP.	4/19/1956		F-33		WARD-ESTES, NORTH	651	State University	State University	State University F-33	1956-04-19	4247502916	{'point': [-102.99970426, 31.56495298], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
51	u	5	-	4200334549	Andrews	32.17132947	-102.76924068					29347	ARCO PERMIAN	12/18/1992		6		MARTIN (CLEAR FORK, LO)	259	"UNIVERSITY 11 SEC 11 ""A"""	"UNIVERSITY 11 SEC 11 ""A"""	"UNIVERSITY 11 SEC 11 ""A"" 6"	1992-12-18	4200334549	{'point': [-102.76924068, 32.17132947], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
429	p	6	7		SCURRY	32.7761353	-100.9250123	32.7761353	32.776193199999994	-100.92496990000001	-100.9250123	463316				129-5				SACROC UNIT	SACROC UNIT	SACROC UNIT 129-5			{'point': [-100.9250123, 32.7761353], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1014	p	7	7		KARNES	29.007296999999998	-97.77518	29.007296999999998	29.023397499999998	-97.77585090000001	-97.77518	338746		2015-09-04T00:00:00		2H	W			MORAVITS UNIT	MORAVITS UNIT	MORAVITS UNIT 2H	2015-09-04		{'point': [-97.77518, 29.007296999999998], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
975	W	3	7	'35083241420000		36.042375	-97.304042999999993					23358	WHITE STAR PETROLEUM LLC	2013-08-16	PAT 34-19N-3W	'1WH	AC				PAT 34-19N-3W	PAT 34-19N-3W '1WH	2013-08-16	'3508324142	{'point': [-97.304043, 36.042375], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
845	p	6	7		WILLIAMSON	30.4300353	-97.25928859999999	30.4300353	30.4300353	-97.25928859999999	-97.25928859999999	890990				1	D			JONES, RAY	JONES, RAY	JONES, RAY 1			{'point': [-97.25928859999999, 30.4300353], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1343	W	2	7	'3505123028		34.888575000000003	-97.831090000000003					24020	GULFPORT MIDCON LLC	2001-10-02	PUGH	'1-21	AC				PUGH	PUGH '1-21	2001-10-02	'3505123028	{'point': [-97.83109, 34.888575], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
841	p	4	7		ATASCOSA	28.7110278	-98.6333028	28.7110278	28.7404	-98.63592779999999	-98.6333028	660298		2017-09-17T00:00:00		512H				NWR WEST C	NWR WEST C	NWR WEST C 512H	2017-09-17		{'point': [-98.6333028, 28.7110278], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1002	W	1	7	'35019256500000		34.380027777777777	-97.418361111111111					13189	LEWIS OIL OPERATIONS LLC	2012-02-12	COX	'12	AC				COX	COX '12	2012-02-12	'350192565	{'point': [-97.41836111111111, 34.38002777777778], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
453	p	6	7		DUVAL	27.826430600000005	-98.4823944	27.826430600000005	27.826430600000005	-98.4823944	-98.4823944	745991				1				FRANCISCO UNIT	FRANCISCO UNIT	FRANCISCO UNIT 1			{'point': [-98.4823944, 27.826430600000005], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
194	p	9	1		ANDREWS	32.4303679	-102.3365051	32.4303679	32.4303679	-102.3365051	-102.3365051	147715		2011-12-05T00:00:00		5	W			UNIVERSITY 5-34	UNIVERSITY 5-34	UNIVERSITY 5-34 5	2011-12-05		{'point': [-102.3365051, 32.4303679], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1462	W	1	7	'35017249130000		35.652160662999997	0					20751	DEVON ENERGY PRODUCTION CO LP	2016-07-05	DIVIDE-CLARK 28_21-14N-6W	'1HX	AC				DIVIDE-CLARK 28_21-14N-6W	DIVIDE-CLARK 28_21-14N-6W '1HX	2016-07-05	'3501724913	{'point': [0.0, 35.652160663], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
291	W	4	8	'35009218430000		35.42098	-99.949100000000001					23429	FOURPOINT ENERGY LLC	2012-04-18	CLARENCE B 21-11-26	'1H	AC				CLARENCE B 21-11-26	CLARENCE B 21-11-26 '1H	2012-04-18	'3500921843	{'point': [-99.9491, 35.42098], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
185	p	1	-		CROCKETT	31.042661	-101.289767	31.042661	31.042661	-101.289767	-101.289767	872440				1	D			UNIVERSITY 44-11	UNIVERSITY 44-11	UNIVERSITY 44-11 1			{'point': [-101.289767, 31.042661], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
145	p	6	-		ANDREWS	32.399710999999996	-102.32016800000001	32.399710999999996	32.399710999999996	-102.32016800000001	-102.32016800000001	36047		2013-07-10T00:00:00		4	W			UNIVERSITY 8-3	UNIVERSITY 8-3	UNIVERSITY 8-3 4	2013-07-10		{'point': [-102.32016800000001, 32.399710999999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1001	p	2	7		UPTON	31.301776500000003	-102.0409652	31.301776500000003	31.301776500000003	-102.0409652	-102.0409652	378642		2007-01-23T00:00:00		1	W			COWDEN2	COWDEN2	COWDEN2 1	2007-01-23		{'point': [-102.0409652, 31.301776500000003], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
893	p	2	7		ANDREWS	32.3189635	-102.72798399999999	32.3189635	32.3189635	-102.72798399999999	-102.72798399999999	616981		2007-03-16T00:00:00		6	W			"UNIVERSITY LANDS ""13-46"""	"UNIVERSITY LANDS ""13-46"""	"UNIVERSITY LANDS ""13-46"" 6"	2007-03-16		{'point': [-102.72798399999999, 32.3189635], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
295	p	5	9		GLASSCOCK	31.8915961	-101.4982385	31.8915961	31.8915961	-101.4982385	-101.4982385	27200		2012-03-28T00:00:00		4704				RILEY	RILEY	RILEY 4704	2012-03-28		{'point': [-101.4982385, 31.8915961], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
346	p	9	9		ANDREWS	32.3740768	-102.5651248	32.3740768	32.358612	-102.5601205	-102.5651248	712382				1H				VULCAN	VULCAN	VULCAN 1H			{'point': [-102.5651248, 32.3740768], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
452	p	1	7		DIMMIT	28.245605600000005	-99.5989083	28.245605600000005	28.25935	-99.61220279999999	-99.5989083	797110				B 03HA				PILONCILLO	PILONCILLO	PILONCILLO B 03HA			{'point': [-99.5989083, 28.245605600000005], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
685	p	1	7		MARTIN	32.4404427	-101.70467430000001	32.4404427	32.4404427	-101.70467430000001	-101.70467430000001	516247				5046				DAVIS	DAVIS	DAVIS 5046			{'point': [-101.70467430000001, 32.4404427], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
913	W	6	7	'35153235330000		36.292000000000002	-98.994010000000003					23107	AVALANCHE OIL & GAS LLC	2011-02-19	TLW LAND & CATTLE CO.	'1-14	AC				TLW LAND & CATTLE CO.	TLW LAND & CATTLE CO. '1-14	2011-02-19	'3515323533	{'point': [-98.99401, 36.292], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1146	W	6	7	'35151244900000		36.740333776	-96.888663570999995					23079	MIDSTATES PETROLEUM CO LLC	2016-11-24	TERRI SUE 2616	'1H-12A	AC				TERRI SUE 2616	TERRI SUE 2616 '1H-12A	2016-11-24	'351512449	{'point': [-96.888663571, 36.740333776], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
710	p	1	7		WARD	31.5723613	-103.3950125	31.5723613	31.5723613	-103.3950125	-103.3950125	760901		1999-09-29T00:00:00		5	W			"HILL, P. C. ""D"""	"HILL, P. C. ""D"""	"HILL, P. C. ""D"" 5"	1999-09-29		{'point': [-103.3950125, 31.5723613], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
892	p	3	7		GONZALES	29.3715104	-97.48735359999999	29.3715104	29.3759233	-97.4899141	-97.48735359999999	874695		1990-11-15T00:00:00		1H	W			ELSA UNIT	ELSA UNIT	ELSA UNIT 1H	1990-11-15		{'point': [-97.48735359999999, 29.3715104], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
831	p	6	7		LAVACA	29.3306064	-96.6777249	29.3306064	29.3306064	-96.6777249	-96.6777249	834097				15				F W NEUHAUS	F W NEUHAUS	F W NEUHAUS 15			{'point': [-96.6777249, 29.3306064], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1122	p	3	7		CRANE	31.494625699999997	-102.63032659999999	31.494625699999997	31.494625699999997	-102.63032659999999	-102.63032659999999	338130				1190				WADDELL, W. N. ET AL	WADDELL, W. N. ET AL	WADDELL, W. N. ET AL 1190			{'point': [-102.63032659999999, 31.494625699999997], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1275	p	1	7		WARD	31.614067699999996	-102.9832842	31.614067699999996	31.614067699999996	-102.9832842	-102.9832842	338130				1125				HUTCHINGS STOCK ASSN.	HUTCHINGS STOCK ASSN.	HUTCHINGS STOCK ASSN. 1125			{'point': [-102.9832842, 31.614067699999996], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1407	p	4	7		KARNES	28.9311442	-97.87275090000001	28.9311442	28.9167455	-97.8598155	-97.87275090000001	594675				8H				PATTON UNIT	PATTON UNIT	PATTON UNIT 8H			{'point': [-97.87275090000001, 28.9311442], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
758	p	5	7		MARTIN	32.2387528	-101.9036225	32.2387528	32.265657	-101.91125	-101.9036225	665748				18H				EPLEY W7R	EPLEY W7R	EPLEY W7R 18H			{'point': [-101.9036225, 32.2387528], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1424	p	3	7		COLEMAN	31.935162899999995	-99.6051944	31.935162899999995	31.935162899999995	-99.6051944	-99.6051944	888130				4				JACKSON, LOY	JACKSON, LOY	JACKSON, LOY 4			{'point': [-99.6051944, 31.935162899999995], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
149	p	1	-		WARD	31.6353992	-103.2676642	31.6353992	31.6353992	-103.2676642	-103.2676642	302450				1	W			"UNIVERSITY ""9-18"""	"UNIVERSITY ""9-18"""	"UNIVERSITY ""9-18"" 1"			{'point': [-103.2676642, 31.6353992], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
330	p	1	9		CALDWELL	29.6825372	-97.6337382	29.6825372	29.6825372	-97.6337382	-97.6337382	864360				2	W			ANZALDUA LOTT UNIT	ANZALDUA LOTT UNIT	ANZALDUA LOTT UNIT 2			{'point': [-97.6337382, 29.6825372], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
1397	p	1	7		ZAPATA	26.700104999999997	-99.1777733	26.700104999999997	26.6982713	-99.17449549999999	-99.1777733	172230				8	W			RAMIREZ, L. O.	RAMIREZ, L. O.	RAMIREZ, L. O. 8			{'point': [-99.1777733, 26.700104999999997], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
628	p	9	7		ANDREWS	32.2732919	-102.26560759999998	32.2732919	32.2732919	-102.26560759999998	-102.26560759999998	700995		2013-03-06T00:00:00		1315	W			MABEE 240	MABEE 240	MABEE 240 1315	2013-03-06		{'point': [-102.26560759999998, 32.2732919], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
561	p	7	7		REAGAN	31.648025	-101.34267779999999	31.648025	31.648025	-101.34267779999999	-101.34267779999999	94741		2011-08-09T00:00:00		6D	W			BARBEE-B-	BARBEE-B-	BARBEE-B- 6D	2011-08-09		{'point': [-101.34267779999999, 31.648025], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
384	p	1	9		PANOLA	32.263380600000005	-94.1979639	32.263380600000005	32.263380600000005	-94.1979639	-94.1979639	268321		1999-12-18T00:00:00		5				WERNER, LOUIS SAW MILL	WERNER, LOUIS SAW MILL	WERNER, LOUIS SAW MILL 5	1999-12-18		{'point': [-94.1979639, 32.263380600000005], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
484	p	6	7		WILSON	29.020412899999997	-98.1748932	29.020412899999997	29.020412899999997	-98.1748932	-98.1748932	269028				6				SCHIFFERS	SCHIFFERS	SCHIFFERS 6			{'point': [-98.1748932, 29.020412899999997], 'multiPoint': None, 'lineString': None, 'multiLineString': None, 'polygon': None, 'multiPolygon': None}
